,Price,Area (m²),Number of rooms,Address,Heating,Market,Advertiser type,Building type,Year of construction,Windows,Building material,type,voivodeship,offer year
1050,415000.0,40.0,2.0,"ul. Brzoskwiniowa, Wełnowiec-Józefowiec, Katowice, śląskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,apartment,śląskie,2025
1051,1149000.0,97.0,5.0,"ul. Witolda Pileckiego 2, Piastów, pruszkowski, mazowieckie",miejskie,wtórny,prywatny,apartamentowiec,2016,plastikowe,pustak,apartment,mazowieckie,2025
1052,450000.0,64.5,2.0,"ul. Lwa Tołstoja, Świdnica, świdnicki, dolnośląskie",miejskie,wtórny,prywatny,blok,2006,plastikowe,cegła,apartment,dolnośląskie,2025
1053,868999.0,75.69,4.0,"Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,dolnośląskie,2025
1054,1092135.0,66.19,3.0,"ul. Gąsocińska, Siekierki, Mokotów, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,apartment,mazowieckie,2025
1055,619920.0,64.91,3.0,"ul. Heinricha Lauterbacha, Leśnica, Fabryczna, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,dolnośląskie,2025
1056,878790.0,79.89,3.0,"Rogówko, Lubicz, toruński, kujawsko-pomorskie",inne,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,kujawsko-pomorskie,2025
1057,829000.0,58.05,3.0,"ul. Macieja Dębskiego, Opatkowice, Swoszowice, Kraków, małopolskie",gazowe,wtórny,biuro nieruchomości,apartamentowiec,2019,plastikowe,cegła,apartment,małopolskie,2025
1058,495000.0,36.0,2.0,"ul. Staroniwska, Staroniwa, Rzeszów, podkarpackie",miejskie,wtórny,biuro nieruchomości,blok,2024,plastikowe,pustak,apartment,podkarpackie,2025
1059,445989.0,42.75,2.0,"Śródmieście Bielsko, Bielsko-Biała, śląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2023,plastikowe,pustak,apartment,śląskie,2025
1060,685333.3333333334,55.09,3.0,"ul. Warszawska, Ujeścisko-Łostowice, Gdańsk, pomorskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,pomorskie,2025
1061,387492.6666666667,80.27,4.0,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,inny,apartment,mazowieckie,2025
1062,529000.0,87.33,5.0,"ul. Modrzewiowa, Bojano, Szemud, wejherowski, pomorskie",gazowe,pierwotny,deweloper,blok,2024,plastikowe,cegła,apartment,pomorskie,2025
1063,698838.0,47.54,2.0,"ul. Komuny Paryskiej, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
1064,1343604.0,53.96,2.0,"Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,prywatny,apartamentowiec,2025,drewniane,inny,apartment,dolnośląskie,2025
1065,546900.0,44.32,2.0,"ul. dr. M. Bojasińskiego, Grodzisk Mazowiecki, Grodzisk Mazowiecki, grodziski, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1066,355000.0,32.99,2.0,"ul. Zielone Wzgórze, Bukowe-Klęskowo, Prawobrzeże, Szczecin, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,blok,2000,plastikowe,cegła,apartment,zachodniopomorskie,2025
1067,842400.0,72.0,3.0,"ul. Lipowa, Pruszków, pruszkowski, mazowieckie",miejskie,wtórny,prywatny,blok,2023,plastikowe,cegła,apartment,mazowieckie,2025
1068,255000.0,47.0,3.0,"ul. Gospodarcza, Pogoń, Sosnowiec, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1965,plastikowe,wielka płyta,apartment,śląskie,2025
1069,770472.0,33.31,2.0,"ul. Sosnowa, Hel, pucki, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,cegła,apartment,pomorskie,2025
1070,165000.0,14.0,2.0,"ul. Kosocicka, Rżąka, Bieżanów-Prokocim, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
1071,1050000.0,47.77,2.0,"ul. Jagiellońska 45a, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",miejskie,wtórny,prywatny,apartamentowiec,2022,plastikowe,żelbet,apartment,mazowieckie,2025
1072,860000.0,46.0,2.0,"Stare Podgórze, Podgórze, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,1968,plastikowe,cegła,apartment,małopolskie,2025
1073,448297.0,37.08,2.0,"Winogrady, Stare Miasto, Poznań, wielkopolskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,apartment,wielkopolskie,2025
1074,972330.6666666666,63.76,3.0,"ul. Bohuna, Brzeziny, Białołęka, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1075,747000.0,51.56,3.0,"ul. Sosnowiecka, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie",gazowe,pierwotny,prywatny,blok,2025,plastikowe,cegła,apartment,małopolskie,2025
1076,695000.0,50.0,2.0,"Pruszków, pruszkowski, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,2017,plastikowe,cegła,apartment,mazowieckie,2025
1077,319999.0,54.0,3.0,"Stroszek - Dąbrowa Miejska, Bytom, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,śląskie,2025
1078,679000.0,60.1,3.0,"ul. Feliksa Nowowiejskiego, Centrum, Stare Miasto, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,apartment,wielkopolskie,2025
1079,950000.0,44.6,2.0,"115, Mrzeżyno, Trzebiatów, gryficki, zachodniopomorskie",miejskie,wtórny,prywatny,apartamentowiec,2022,plastikowe,cegła,apartment,zachodniopomorskie,2025
1080,360000.0,35.0,2.0,"Błonie, Bydgoszcz, kujawsko-pomorskie",inne,wtórny,biuro nieruchomości,kamienica,1960,plastikowe,cegła,apartment,kujawsko-pomorskie,2025
1081,666000.0,51.26,2.0,"ul. Konstantego Damrota 26, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,śląskie,2025
1082,460000.0,63.0,3.0,"ul. Bolesława Prusa, Stare Bałuty, Bałuty, Łódź, łódzkie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,łódzkie,2025
1083,819000.0,59.6,2.0,"ul. Ludwika Michała Paca, Grochów, Praga-Południe, Warszawa, mazowieckie",gazowe,wtórny,biuro nieruchomości,blok,1997,plastikowe,inny,apartment,mazowieckie,2025
1084,849000.0,66.3,3.0,"ul. Jana Blatona, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1990,plastikowe,inny,apartment,mazowieckie,2025
1085,409000.0,35.0,2.0,"ul. gen. Romualda Traugutta, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",gazowe,wtórny,biuro nieruchomości,kamienica,1880,plastikowe,cegła,apartment,dolnośląskie,2025
1086,634567.0,38.64,2.0,"ul. Heinricha Lauterbacha, Leśnica, Fabryczna, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,dolnośląskie,2025
1087,318000.0,42.02,2.0,"ul. 28 Czerwca 1956 r., Wilda, Wilda, Poznań, wielkopolskie",gazowe,wtórny,biuro nieruchomości,kamienica,1920,plastikowe,cegła,apartment,wielkopolskie,2025
1088,629000.0,62.9,3.0,"ul. Jakuba Bojki, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,1991,plastikowe,wielka płyta,apartment,małopolskie,2025
1089,394030.0,43.3,2.0,"ul. Jachtowa, Luboń, poznański, wielkopolskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,wielkopolskie,2025
1090,479000.0,61.95,3.0,"ul. Pabianicka, Ruda Pabianicka, Górna, Łódź, łódzkie",gazowe,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,łódzkie,2025
1091,327428.0,27.8,2.0,"Śródmieście Bielsko, Bielsko-Biała, śląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2023,plastikowe,pustak,apartment,śląskie,2025
1092,692718.0,41.73,3.0,"ul. Kazimierza Siemienowicza, Płaszów, Podgórze, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,blok,2024,plastikowe,pustak,apartment,małopolskie,2025
1094,209000.0,14.4,2.0,"ul. Kamieniec, Zakopane, tatrzański, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
1095,811240.0,47.72,2.0,"Krowodrza, Krowodrza, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,2014,plastikowe,cegła,apartment,małopolskie,2025
1096,798999.0,69.24,4.0,"Z. Gumińskiej/ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2022,plastikowe,cegła,apartment,dolnośląskie,2025
1097,716968.0,70.43,4.0,"ul. Lawendowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
1098,656775.0,87.57,4.0,"ul. Lipowa, Kuraszków, Oborniki Śląskie, trzebnicki, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,apartment,dolnośląskie,2025
1099,622000.0,89.0,4.0,"Pomorzany, Zachód, Szczecin, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,zachodniopomorskie,2025
1100,1899000.0,110.1,5.0,"ul. Saska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,kamienica,1938,plastikowe,cegła,apartment,mazowieckie,2025
1101,490146.0,32.46,2.0,"ul. Komuny Paryskiej, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
1102,654666.6666666666,74.6,3.0,"ul. Bysławska, Falenica, Wawer, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1103,722832.0,66.72,3.0,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,małopolskie,2025
1104,343826.0,42.07,2.0,"ul. Warszawska, Ujeścisko-Łostowice, Gdańsk, pomorskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,pomorskie,2025
1105,555000.0,48.0,3.0,"ul. Jerzego Waszyngtona, Piaski, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,podlaskie,2025
1106,189000.0,40.0,2.0,"Kunów, Kunów, ostrowiecki, świętokrzyskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,świętokrzyskie,2025
1107,169000.0,14.4,2.0,"ul. Młodzieży, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
1108,320000.0,26.0,2.0,"Niebuszewo, Północ, Szczecin, zachodniopomorskie",gazowe,wtórny,biuro nieruchomości,blok,1973,plastikowe,pustak,apartment,zachodniopomorskie,2025
1109,149000.0,25.0,2.0,"Piaskowa Góra, Wałbrzych, dolnośląskie",miejskie,wtórny,biuro nieruchomości,blok,1972,plastikowe,wielka płyta,apartment,dolnośląskie,2025
1110,606333.3333333334,87.94,4.0,"ul. Dolne Migowo, Brętowo, Gdańsk, pomorskie",gazowe,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,pomorskie,2025
1111,799000.0,57.0,3.0,"ul. Grójecka, Szczęśliwice, Ochota, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1965,plastikowe,wielka płyta,apartment,mazowieckie,2025
1112,537995.0,46.0,2.0,"ul. Ludwika Waryńskiego, Centrum, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,kamienica,1972,plastikowe,cegła,apartment,podlaskie,2025
1113,1150000.0,65.0,2.0,"ul. Krawiecka 3, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2009,aluminiowe,inny,apartment,dolnośląskie,2025
1114,560000.0,45.0,2.0,"ul. Swobodna, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,blok,1978,plastikowe,wielka płyta,apartment,dolnośląskie,2025
1115,530000.0,40.98,2.0,"os. Albertyńskie, Bieńczyce, Bieńczyce, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,1961,plastikowe,cegła,apartment,małopolskie,2025
1116,458000.0,66.0,4.0,"Szwederowo, Bydgoszcz, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1967,plastikowe,wielka płyta,apartment,kujawsko-pomorskie,2025
1117,756400.0,48.8,3.0,"ul. gen. Romualda Traugutta, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2026,plastikowe,pustak,apartment,dolnośląskie,2025
1118,531012.0,35.32,2.0,"ul. Jabłoniowa, Piaseczno, Piaseczno, piaseczyński, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1119,594000.0,54.36,3.0,"ul. Widok, Ożarów Mazowiecki, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1120,537000.0,49.0,3.0,"Sienkiewicza, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,podlaskie,2025
1121,597541.0,49.78,2.0,"ul. Grunwaldzka, Junikowo, Grunwald, Poznań, wielkopolskie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,apartment,wielkopolskie,2025
1122,672000.0,48.0,2.0,"Stawki, Toruń, kujawsko-pomorskie",miejskie,wtórny,prywatny,blok,2023,plastikowe,silikat,apartment,kujawsko-pomorskie,2025
1123,730600.0,53.76,3.0,"Marymont-Kaskada, Bielany, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1978,plastikowe,wielka płyta,apartment,mazowieckie,2025
1124,266000.0,34.12,2.0,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,łódzkie,2025
1125,499000.0,105.7,4.0,"ul. Marii Dąbrowskiej, Tarnów, małopolskie",gazowe,wtórny,biuro nieruchomości,blok,2000,plastikowe,cegła,apartment,małopolskie,2025
1126,343826.0,42.09,2.0,"ul. Wyżynna, Rumia, wejherowski, pomorskie",gazowe,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,pomorskie,2025
1127,539000.0,41.22,2.0,"ul. Łabędzia, Piaseczno, Piaseczno, piaseczyński, mazowieckie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2007,plastikowe,cegła,apartment,mazowieckie,2025
1128,398000.0,57.0,3.0,"Szwederowo, Bydgoszcz, kujawsko-pomorskie",inne,wtórny,biuro nieruchomości,blok,1980,plastikowe,pustak,apartment,kujawsko-pomorskie,2025
1129,499000.0,29.0,2.0,"Szklarska Poręba, karkonoski, dolnośląskie",gazowe,wtórny,prywatny,apartamentowiec,2022,plastikowe,silikat,apartment,dolnośląskie,2025
1130,1095000.0,81.09,4.0,"Miłosna Park, Stara Miłosna, Wesoła, Warszawa, mazowieckie",miejskie,wtórny,prywatny,blok,2011,plastikowe,żelbet,apartment,mazowieckie,2025
1131,577263.0,42.8,2.0,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1132,490146.0,32.46,2.0,"ul. Komuny Paryskiej, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
1133,685333.3333333334,55.08,3.0,"ul. Jabłoniowa, Piaseczno, Piaseczno, piaseczyński, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1134,429000.0,48.8,2.0,"ul. Fabryczna, Centrum, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,blok,1985,plastikowe,wielka płyta,apartment,podlaskie,2025
1135,527515.0,39.15,2.0,"ul. Komisji Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1136,760000.0,48.5,3.0,"Danuty Siedzikówny ""Inki"", Koło, Wola, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1961,plastikowe,cegła,apartment,mazowieckie,2025
1137,560000.0,49.32,2.0,"ul. Wenecka 2, Tarnowo Podgórne, Tarnowo Podgórne, poznański, wielkopolskie",kotłownia,wtórny,biuro nieruchomości,blok,2010,drewniane,cegła,apartment,wielkopolskie,2025
1138,415000.0,57.0,3.0,"Przylesie, ul. Jastrzębia, Lubin, lubiński, dolnośląskie",miejskie,wtórny,prywatny,blok,1970,plastikowe,wielka płyta,apartment,dolnośląskie,2025
1139,399900.0,53.42,2.0,"ul. Królowej Jadwigi, Darłowo, sławieński, zachodniopomorskie",gazowe,wtórny,biuro nieruchomości,blok,1985,plastikowe,pustak,apartment,zachodniopomorskie,2025
1140,458905.0,31.81,2.0,"ul. Mleczarska, Nowa Iwiczna, Lesznowola, piaseczyński, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1141,160000.0,15.5,2.0,"ul. Zakopiańska, Kliny, Swoszowice, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
1142,999900.0,87.87,4.0,"ul. Grunwaldzka, Kasztelanów, Grunwald, Poznań, wielkopolskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,apartment,wielkopolskie,2025
1143,649000.0,40.0,2.0,"ul. Artura Malawskiego, Wyględów, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,prywatny,blok,1969,plastikowe,wielka płyta,apartment,mazowieckie,2025
1144,500000.0,71.1,4.0,"Gryfice, Gryfice, gryficki, zachodniopomorskie",kotłownia,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,zachodniopomorskie,2025
1145,310000.0,32.3,2.0,"Wzgórze Wolności, Bydgoszcz, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,apartment,kujawsko-pomorskie,2025
1146,554900.0,54.0,2.0,"Osówiec, Sicienko, bydgoski, kujawsko-pomorskie",inne,wtórny,biuro nieruchomości,blok,2008,plastikowe,cegła,apartment,kujawsko-pomorskie,2025
1147,1172900.0,51.0,3.0,"ul. Kłopot, Muranów, Śródmieście, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2018,plastikowe,cegła,apartment,mazowieckie,2025
1148,1250000.0,64.6,3.0,"ul. Zwierzyniecka, Jeżyce, Jeżyce, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2021,plastikowe,cegła,apartment,wielkopolskie,2025
1149,1550000.0,107.0,3.0,"ul. Pułku AK ""Baszta"", Wierzbno, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1996,plastikowe,cegła,apartment,mazowieckie,2025
1150,858000.0,92.71,4.0,"ul. Zygmunta Sierakowskiego 86, Stare Bałuty, Bałuty, Łódź, łódzkie",gazowe,wtórny,biuro nieruchomości,dom wolnostojący,1950,plastikowe,cegła,apartment,łódzkie,2025
1151,670000.0,71.9,4.0,"ul. Wrocławska, Oława, oławski, dolnośląskie",gazowe,wtórny,biuro nieruchomości,kamienica,1930,plastikowe,cegła,apartment,dolnośląskie,2025
1152,789171.3333333334,51.88,3.0,"ul. Myszyniecka, Bródno, Targówek, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1153,958000.0,62.76,3.0,"ul. Lirników, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2027,plastikowe,cegła,apartment,małopolskie,2025
1154,1490000.0,69.8,3.0,"Osiedle Saska, Gocław, Grochów, Praga-Południe, Warszawa, mazowieckie",miejskie,wtórny,prywatny,apartamentowiec,2022,plastikowe,cegła,apartment,mazowieckie,2025
1155,699000.0,52.5,3.0,"Zakłady Zamienie, Lesznowola, piaseczyński, mazowieckie",miejskie,pierwotny,prywatny,apartamentowiec,2022,plastikowe,żelbet,apartment,mazowieckie,2025
1156,642900.0,42.86,2.0,"ul. gen. Romualda Traugutta, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2026,plastikowe,inny,apartment,dolnośląskie,2025
1157,1170000.0,73.0,3.0,"ul. Bartosza Głowackiego, Bronowice, Bronowice, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,blok,2004,plastikowe,pustak,apartment,małopolskie,2025
1158,447000.0,74.5,4.0,"Kościuszki 36/19, Golub-Dobrzyń, golubsko-dobrzyński, kujawsko-pomorskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,apartment,kujawsko-pomorskie,2025
1159,344000.0,36.0,2.0,"ul. 1000-lecia Państwa Polskiego 4, Władysławowo, Władysławowo, pucki, pomorskie",miejskie,wtórny,prywatny,blok,1970,plastikowe,pustak,apartment,pomorskie,2025
1160,699000.0,61.2,3.0,"ul. św. Jacka, Wejherowo, wejherowski, pomorskie",miejskie,wtórny,prywatny,apartamentowiec,2010,plastikowe,cegła,apartment,pomorskie,2025
1161,799000.0,42.0,2.0,"Letnica, Gdańsk, pomorskie",miejskie,wtórny,prywatny,blok,2023,plastikowe,pustak,apartment,pomorskie,2025
1162,890000.0,63.14,3.0,"ul. Młynowa, Przydworcowe, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2014,plastikowe,cegła,apartment,podlaskie,2025
