,Price,Area (m²),Number of rooms,Address,Heating,Market,Advertiser type,Building type,Year of construction,Windows,Building material,type,voivodeship,offer year
1913,319100.0,26.0,2.0,"Śródmieście, Śródmieście, Gdańsk, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,beton komórkowy,studio,pomorskie,2025
1914,258850.0,26.0,2.0,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,cegła,studio,łódzkie,2025
1915,205000.0,28.4,2.0,"ul. Wąska, Jaworzno, śląskie",miejskie,wtórny,prywatny,blok,1960,plastikowe,wielka płyta,studio,śląskie,2025
1916,364700.0,27.05,2.0,"ul. Serbska, Winogrady, Stare Miasto, Poznań, wielkopolskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,studio,wielkopolskie,2025
1917,678000.0,27.12,2.0,"ul. Elizy Orzeszkowej, Świnoujście, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2015,plastikowe,inny,studio,zachodniopomorskie,2025
1918,799633.3333333334,40.08,2.0,"ul. Strażacka, Wełnowiec-Józefowiec, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,śląskie,2025
1919,449375.0,24.5,2.0,"ul. Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,blok,2018,plastikowe,cegła,studio,małopolskie,2025
1920,172000.0,27.0,2.0,"Bielawa, dzierżoniowski, dolnośląskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,cegła,studio,dolnośląskie,2025
1921,363466.6666666667,33.13,2.0,"ul. Tadeusza Wendy, Śródmieście, Gdynia, pomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,pomorskie,2025
1922,470904.0,30.48,2.0,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,zachodniopomorskie,2025
1923,230000.0,38.0,2.0,"Jaworzno, śląskie",miejskie,wtórny,prywatny,blok,1979,plastikowe,wielka płyta,studio,śląskie,2025
1924,225000.0,41.6,2.0,"ul. Gabriela Narutowicza, Chorzów Stary, Chorzów, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,śląskie,2025
1925,912076.0,43.64,2.0,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,dolnośląskie,2025
1926,275000.0,38.0,2.0,"Gryfino, Gryfino, gryfiński, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,cegła,studio,zachodniopomorskie,2025
1927,300348.6666666667,29.88,2.0,"ul. Tadeusza Wendy, Śródmieście, Gdynia, pomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,pomorskie,2025
1928,329000.0,33.46,2.0,"Główna, Nowe Miasto, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,kamienica,1980,plastikowe,cegła,studio,wielkopolskie,2025
1929,340780.0,30.98,2.0,"ul. Dębowa/Senatorska, Górniak, Górna, Łódź, łódzkie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,łódzkie,2025
1930,420000.0,28.0,2.0,"ul. Stefana Żeromskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie",elektryczne,wtórny,biuro nieruchomości,kamienica,1930,plastikowe,cegła,studio,dolnośląskie,2025
1931,350026.6666666667,25.52,2.0,"ul. Twarda, Młyniska, Gdańsk, pomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,pomorskie,2025
1932,349000.0,25.44,2.0,"ul. Szpitalna, Kołobrzeg, kołobrzeski, zachodniopomorskie",inne,pierwotny,deweloper,blok,2025,plastikowe,cegła,studio,zachodniopomorskie,2025
1933,675000.0,35.74,2.0,"ul. Stefana Żeromskiego, Słodowiec, Bielany, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,kamienica,1964,plastikowe,cegła,studio,mazowieckie,2025
1934,319300.0,26.0,2.0,"Śródmieście, Śródmieście, Gdańsk, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,beton komórkowy,studio,pomorskie,2025
1935,270000.0,30.0,2.0,"Śródmieście, Radom, mazowieckie",miejskie,pierwotny,prywatny,apartamentowiec,2024,plastikowe,beton komórkowy,studio,mazowieckie,2025
1936,445000.0,29.61,2.0,"ul. Dębogórska, Rumia, wejherowski, pomorskie",miejskie,pierwotny,deweloper,blok,2026,plastikowe,silikat,studio,pomorskie,2025
1937,394900.0,18.5,2.0,"ul. Jasielska, Rakowiec, Ochota, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1976,plastikowe,inny,studio,mazowieckie,2025
1938,499000.0,19.17,2.0,"ul. ks. Jerzego Popiełuszki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,kamienica,1955,plastikowe,cegła,studio,mazowieckie,2025
1939,330000.0,25.0,2.0,"Łazarz, Grunwald, Poznań, wielkopolskie",gazowe,wtórny,prywatny,kamienica,1905,plastikowe,cegła,studio,wielkopolskie,2025
1940,431000.0,30.0,2.0,"ul. Błękitna, Sztutowo, Sztutowo, nowodworski, pomorskie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,studio,pomorskie,2025
1941,490000.0,30.07,2.0,"ul. Tadeusza Kościuszki, Kołobrzeg, kołobrzeski, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2010,plastikowe,cegła,studio,zachodniopomorskie,2025
1942,490000.0,49.0,2.6666666666666665,"Nowy Dwór, Fabryczna, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,blok,1986,plastikowe,wielka płyta,studio,dolnośląskie,2025
1943,439666.6666666667,25.71,2.0,"ul. Wieniawska, Śródmieście, Lublin, lubelskie",miejskie,pierwotny,deweloper,apartamentowiec,2023,plastikowe,cegła,studio,lubelskie,2025
1944,385000.0,26.53,2.0,"Karpacz, karkonoski, dolnośląskie",kotłownia,wtórny,biuro nieruchomości,apartamentowiec,2018,plastikowe,cegła,studio,dolnośląskie,2025
1945,539000.0,41.0,2.0,"ul. Tadeusza Kościuszki, Łeba, lęborski, pomorskie",gazowe,wtórny,prywatny,apartamentowiec,2018,plastikowe,cegła,studio,pomorskie,2025
1946,362749.0,26.88,2.0,"ul. Racławicka, Krowodrza, Krowodrza, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,małopolskie,2025
1947,470000.0,29.0,2.0,"ul. Ludwika Kondratowicza, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1968,plastikowe,wielka płyta,studio,mazowieckie,2025
1948,407768.3333333333,28.71,2.0,"ul. Malinowa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,małopolskie,2025
1949,189000.0,29.0,2.0,"ul. Stilonowa 9, Dolinki, Gorzów Wielkopolski, lubuskie",miejskie,wtórny,prywatny,blok,1970,plastikowe,cegła,studio,lubuskie,2025
1950,539000.0,31.0,2.0,"ul. Korsykańska, Stegny, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1976,plastikowe,wielka płyta,studio,mazowieckie,2025
1951,321848.0,26.03,2.0,"ul. Siennicka, Śródmieście, Gdańsk, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,studio,pomorskie,2025
1952,680000.0,29.0,2.0,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",miejskie,wtórny,prywatny,apartamentowiec,2023,plastikowe,cegła,studio,mazowieckie,2025
1953,220000.0,29.0,2.0,"ul. Bankowa, Lubin, lubiński, dolnośląskie",miejskie,wtórny,prywatny,blok,1970,plastikowe,wielka płyta,studio,dolnośląskie,2025
1954,315195.0,32.89,2.0,"ul. Kórnicka, Zalasewo, Swarzędz, poznański, wielkopolskie",gazowe,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,studio,wielkopolskie,2025
1955,215000.0,19.34,2.0,"Śródmieście, Rybnik, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,cegła,studio,śląskie,2025
1956,426000.0,25.99,2.0,"ul. Skaryszewska, Kamionek, Praga-Południe, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,mazowieckie,2025
1957,439666.6666666667,49.01,2.6666666666666665,"ul. Oleńki, Dawidy Bankowe, Raszyn, pruszkowski, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,mazowieckie,2025
1958,439320.0,31.38,2.0,"ul. Prezydenta Franklina Delano Roosevelta, Centrum, Śródmieście, Łódź, łódzkie",miejskie,wtórny,biuro nieruchomości,kamienica,2024,plastikowe,żelbet,studio,łódzkie,2025
1959,210000.0,36.3,2.0,"Tarnowskie Góry, tarnogórski, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,śląskie,2025
1960,274000.0,31.0,2.0,"Retkinia, Polesie, Łódź, łódzkie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,łódzkie,2025
1961,697000.0,29.0,2.0,"ul. Elizy Orzeszkowej, Aniołki, Gdańsk, pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,pomorskie,2025
1962,626333.3333333334,38.3,2.3333333333333335,"ul. prof. Janusza Groszkowskiego, Zegrze, Serock, legionowski, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,beton komórkowy,studio,mazowieckie,2025
1963,199900.0,29.04,2.0,"ul. Stefana Okrzei, Kłodzko, kłodzki, dolnośląskie",elektryczne,wtórny,biuro nieruchomości,kamienica,2023,plastikowe,cegła,studio,dolnośląskie,2025
1964,527000.0,31.65,2.0,"ul. Piwna, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,dolnośląskie,2025
1965,209000.0,17.5,2.0,"Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie",gazowe,wtórny,prywatny,kamienica,1920,plastikowe,cegła,studio,małopolskie,2025
1966,586000.0,30.9,2.0,"ul. Sucha, Letnica, Gdańsk, pomorskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2023,plastikowe,cegła,studio,pomorskie,2025
1967,530500.0,28.43,2.0,"ul. Fajansowa, Raków, Włochy, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,mazowieckie,2025
1968,573018.0,37.62,2.0,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,zachodniopomorskie,2025
1969,400800.0,33.4,2.0,"ul. Józefowska 23, Wełnowiec-Józefowiec, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,śląskie,2025
1970,325000.0,34.3,2.0,"Tatrzańskie, Bydgoszcz, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,2000,plastikowe,cegła,studio,kujawsko-pomorskie,2025
1971,556243.6666666666,34.69,2.0,"Magazynowa, Kowale, Kolbudy, gdański, pomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,pomorskie,2025
1972,680000.0,31.0,2.0,"ul. Wynalazek, Służewiec, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2015,plastikowe,cegła,studio,mazowieckie,2025
1973,531747.0,30.1,2.0,"ul. Wołomińska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1974,plastikowe,wielka płyta,studio,mazowieckie,2025
1974,336330.0,30.3,2.0,"ul. Ligocka, Załęska Hałda-Brynów, Katowice, śląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2026,plastikowe,inny,studio,śląskie,2025
1975,387320.0,33.68,2.0,"ul. Rzepakowa, Piotrowice-Ochojec, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,śląskie,2025
1976,313287.0,27.7,2.0,"al. Politechniki, Politechniczna, Polesie, Łódź, łódzkie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,studio,łódzkie,2025
1977,480006.6666666667,27.93,2.0,"ul. Fabryczna 24, Muchobór Mały, Fabryczna, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,dolnośląskie,2025
1978,480001.0,22.01,2.0,"Leśnica, Fabryczna, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,studio,dolnośląskie,2025
1979,1437000.0,44.14,2.3333333333333335,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",inne,pierwotny,deweloper,blok,2025,plastikowe,cegła,studio,mazowieckie,2025
1980,509000.0,28.3,2.0,"Szczęśliwice, Ochota, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1965,plastikowe,cegła,studio,mazowieckie,2025
1981,496308.0,28.04,2.0,"ul. Myśliwska, Płaszów, Podgórze, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,małopolskie,2025
1982,354666.6666666667,34.14,2.0,"ul. Łąkowa, Mikulczyce, Zabrze, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,beton komórkowy,studio,śląskie,2025
1983,568000.0,27.0,2.0,"Stare Podgórze, Podgórze, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,studio,małopolskie,2025
1984,327428.0,27.8,2.0,"Śródmieście Bielsko, Bielsko-Biała, śląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2023,plastikowe,pustak,studio,śląskie,2025
1985,320000.0,39.57,2.0,"Plac Grunwaldzki 4, Koszutka, Katowice, śląskie",miejskie,wtórny,prywatny,blok,1962,drewniane,wielka płyta,studio,śląskie,2025
1986,446982.6666666667,26.35,2.0,"ul. Szuwarowa, Julianów, Bałuty, Łódź, łódzkie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,łódzkie,2025
1987,369000.0,29.62,2.0,"Bartodzieje, Bydgoszcz, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,cegła,studio,kujawsko-pomorskie,2025
1988,384300.0,25.62,2.0,"Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,studio,mazowieckie,2025
1989,380000.0,30.0,2.0,"ul. Grudzieniec, Sołacz, Jeżyce, Poznań, wielkopolskie",miejskie,wtórny,prywatny,kamienica,1956,plastikowe,cegła,studio,wielkopolskie,2025
1990,482210.3333333333,29.33,2.0,"ul. Gwiaździsta, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,dolnośląskie,2025
1991,249000.0,33.0,2.0,"Północ, Częstochowa, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,śląskie,2025
1992,638750.0,25.55,2.0,"Młyniska, Gdańsk, pomorskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,studio,pomorskie,2025
1993,759000.0,31.5,2.0,"ul. Słowiańska, Darłowo, sławieński, zachodniopomorskie",miejskie,wtórny,prywatny,apartamentowiec,2022,plastikowe,cegła,studio,zachodniopomorskie,2025
1994,330000.0,35.4,2.0,"ul. Drewnowska, Koziny, Polesie, Łódź, łódzkie",miejskie,wtórny,biuro nieruchomości,blok,1965,plastikowe,cegła,studio,łódzkie,2025
1995,719000.0,39.0,2.0,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1955,plastikowe,cegła,studio,mazowieckie,2025
1996,459000.0,20.0,2.0,"Koło, Wola, Warszawa, mazowieckie",miejskie,wtórny,prywatny,kamienica,1951,plastikowe,cegła,studio,mazowieckie,2025
1997,268650.0,19.9,2.0,"ul. Błękitna, Wawer, Wawer, Warszawa, mazowieckie",gazowe,wtórny,prywatny,kamienica,1920,plastikowe,cegła,studio,mazowieckie,2025
1998,260000.0,26.0,2.0,"Centrum, Śródmieście, Łódź, łódzkie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,studio,łódzkie,2025
1999,290000.0,30.7,2.0,"Antoniuk, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,studio,podlaskie,2025
2000,525000.0,34.0,2.0,"ul. Józefa Piłsudskiego, Ząbki, wołomiński, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,2010,plastikowe,cegła,studio,mazowieckie,2025
2001,323500.0,26.14,2.0,"ul. Mostek, Śródmieście, Gdańsk, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,studio,pomorskie,2025
2002,299797.0,25.0,2.0,"ul. Piekoszowska 47, Czarnów, Kielce, świętokrzyskie",miejskie,wtórny,prywatny,blok,1985,plastikowe,beton,studio,świętokrzyskie,2025
2003,608969.6666666666,46.23,2.0,"ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,mazowieckie,2025
2004,497826.0,42.13,2.0,"ul. ks. Jakuba Wujka, Wilda, Wilda, Poznań, wielkopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,beton komórkowy,studio,wielkopolskie,2025
2005,331080.0,37.2,2.0,"Jęczmienna 2/4, Zdrowie, Polesie, Łódź, łódzkie",miejskie,wtórny,prywatny,blok,1980,plastikowe,cegła,studio,łódzkie,2025
2006,550000.0,20.0,2.0,"ul. Bagno, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1966,plastikowe,wielka płyta,studio,mazowieckie,2025
2007,295650.0,25.57,2.0,"ul. Promenada, Dopiewiec, Dopiewo, poznański, wielkopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,wielkopolskie,2025
2008,259325.0,47.15,2.3333333333333335,"ul. Pionierów 3, Węgorzewo, Węgorzewo, węgorzewski, warmińsko-mazurskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,studio,warmińsko-mazurskie,2025
2009,249900.0,27.0,2.0,"Śródmieście, Bydgoszcz, kujawsko-pomorskie",inne,wtórny,biuro nieruchomości,kamienica,1900,plastikowe,cegła,studio,kujawsko-pomorskie,2025
2010,155000.0,15.6,2.0,"ul. Juliusza Kadena-Bandrowskiego, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie",gazowe,wtórny,prywatny,kamienica,1920,plastikowe,cegła,studio,małopolskie,2025
2011,270000.0,47.9,2.3333333333333335,"ul. Jana Pawła II, Staszów, Staszów, staszowski, świętokrzyskie",miejskie,wtórny,biuro nieruchomości,blok,1974,plastikowe,beton,studio,świętokrzyskie,2025
2012,359340.0,21.4,2.0,"pl. Wolności, Centrum, Stare Miasto, Poznań, wielkopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2023,plastikowe,cegła,studio,wielkopolskie,2025
2013,534157.0,32.72,2.0,"ul. Karola Bunscha, Skotniki, Dębniki, Kraków, małopolskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,studio,małopolskie,2025
2014,1125000.0,38.11,2.0,"ul. Wspólna, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,kamienica,1930,plastikowe,cegła,studio,mazowieckie,2025
2015,424000.0,40.4,2.0,"Junikowo, Grunwald, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,blok,2000,plastikowe,cegła,studio,wielkopolskie,2025
2016,1077018.0,33.76,2.0,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",inne,pierwotny,deweloper,blok,2025,plastikowe,cegła,studio,mazowieckie,2025
2017,637133.3333333334,72.14,3.3333333333333335,"ul. Oleńki, Dawidy Bankowe, Raszyn, pruszkowski, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,mazowieckie,2025
2018,423000.0,32.74,2.0,"ul. Kurkowa, Nadodrze, Śródmieście, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,kamienica,1880,plastikowe,cegła,studio,dolnośląskie,2025
2019,346890.0,37.3,2.0,"ul. Teatralna, Centrum / Śródmieście, Sosnowiec, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,śląskie,2025
2020,359000.0,33.0,2.0,"Środa Wielkopolska, Środa Wielkopolska, średzki, wielkopolskie",gazowe,wtórny,prywatny,apartamentowiec,2019,plastikowe,cegła,studio,wielkopolskie,2025
2021,463389.3333333333,28.81,2.0,"ul. Graniczna, Ustronie Morskie, Ustronie Morskie, kołobrzeski, zachodniopomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,inny,studio,zachodniopomorskie,2025
2022,337000.0,31.62,2.0,"ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,mazowieckie,2025
2023,431921.0,27.61,2.0,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,zachodniopomorskie,2025
2024,534068.0,43.07,2.0,"ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,drewniane,inny,studio,warmińsko-mazurskie,2025
2025,549000.0,42.4,2.0,"ul. Szymona Askenazego, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",miejskie,wtórny,prywatny,blok,1979,plastikowe,wielka płyta,studio,mazowieckie,2025
2026,582801.6666666666,28.15,2.0,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",inne,pierwotny,deweloper,blok,2027,plastikowe,cegła,studio,łódzkie,2025
2027,424988.3333333333,47.15,2.3333333333333335,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",inne,pierwotny,deweloper,blok,2024,plastikowe,cegła,studio,mazowieckie,2025
2028,309974.6666666667,26.39,2.0,"ul. Kaszubska, Oliwa, Gdańsk, pomorskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,pomorskie,2025
2029,520500.0,34.7,2.0,"ul. Piotrkowska 44, Centrum, Śródmieście, Łódź, łódzkie",miejskie,wtórny,prywatny,apartamentowiec,2022,plastikowe,cegła,studio,łódzkie,2025
2030,460380.0,30.6,2.0,"ul. Podpromie, Gen. Grota-Roweckiego, Rzeszów, podkarpackie",miejskie,pierwotny,prywatny,blok,2024,plastikowe,żelbet,studio,podkarpackie,2025
2031,556866.6666666666,35.14,2.0,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,łódzkie,2025
2032,1298000.0,41.86,2.0,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,beton komórkowy,studio,mazowieckie,2025
2033,549000.0,20.0,2.0,"Czerniaków, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,prywatny,blok,1970,plastikowe,cegła,studio,mazowieckie,2025
2034,395000.0,29.0,2.0,"Nowa Huta, Nowa Huta, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,1950,plastikowe,cegła,studio,małopolskie,2025
2035,493776.6666666667,30.32,2.0,"ul. Romanowska, Romanów, Bałuty, Łódź, łódzkie",miejskie,pierwotny,deweloper,apartamentowiec,2023,plastikowe,cegła,studio,łódzkie,2025
2036,481284.0,41.49,2.0,"ul. Józefowska 23, Wełnowiec-Józefowiec, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,studio,śląskie,2025
2037,484933.3333333333,27.42,2.0,"ul. Łopianowa, Żerań, Białołęka, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,beton komórkowy,studio,mazowieckie,2025
2038,599000.0,32.49,2.0,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,pustak,studio,dolnośląskie,2025
2039,316000.0,26.42,2.0,"ul. Mostek, Śródmieście, Gdańsk, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,studio,pomorskie,2025
2040,127500.0,28.4,2.0,"Pleszew, Pleszew, pleszewski, wielkopolskie",miejskie,wtórny,biuro nieruchomości,blok,1980,drewniane,wielka płyta,studio,wielkopolskie,2025
2041,365836.3333333333,37.3,2.0,"ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,inny,studio,mazowieckie,2025
2042,449255.0,30.17,2.0,"ul. Szkolna, Międzywodzie, Dziwnów, kamieński, zachodniopomorskie",kotłownia,pierwotny,biuro nieruchomości,blok,2026,plastikowe,silikat,studio,zachodniopomorskie,2025
2043,1405937.0,42.58,2.0,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",inne,pierwotny,deweloper,blok,2025,plastikowe,cegła,studio,mazowieckie,2025
2044,503126.6666666667,30.56,2.0,"ul. Akacjowa, Rakowice, Prądnik Czerwony, Kraków, małopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,małopolskie,2025
2045,615360.0,34.74,2.0,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,dolnośląskie,2025
2046,183300.0,39.0,2.0,"ul. Janusza Korczaka, Mieszkowice, Mieszkowice, gryfiński, zachodniopomorskie",gazowe,wtórny,prywatny,kamienica,1920,plastikowe,cegła,studio,zachodniopomorskie,2025
2047,978000.0,34.48,2.0,"ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,mazowieckie,2025
2048,284959.0,27.47,2.0,"ul. Promenada, Dopiewiec, Dopiewo, poznański, wielkopolskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,studio,wielkopolskie,2025
2049,260000.0,26.0,2.0,"Centrum, Śródmieście, Łódź, łódzkie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,studio,łódzkie,2025
2050,538698.6666666666,35.7,2.0,"ul. Nadgórników, Bogucice, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,studio,śląskie,2025
